DATETIME,PRICE,FORWARD,CARRY,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT
2022-06-14 23:00:00,966350.0,959000.0,959000.0,20220900,20221200,20221200
2022-06-15 23:00:00,967700.0,960900.0,960900.0,20220900,20221200,20221200
2022-06-16 23:00:00,967550.0,961150.0,961150.0,20220900,20221200,20221200
2022-06-17 23:00:00,967500.0,961500.0,961500.0,20220900,20221200,20221200
2022-06-21 23:00:00,967250.0,961250.0,961250.0,20220900,20221200,20221200
2022-06-22 23:00:00,967700.0,962650.0,962650.0,20220900,20221200,20221200
2022-06-23 23:00:00,967762.5,963075.0,963075.0,20220900,20221200,20221200
2022-06-24 23:00:00,968225.0,963475.0,963475.0,20220900,20221200,20221200
2022-06-27 23:00:00,968125.0,963075.0,963075.0,20220900,20221200,20221200
2022-06-28 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-06-29 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-06-30 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-01 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-05 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-06 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-07 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-08 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-11 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-12 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-13 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-14 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-15 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
2022-07-18 23:00:00,968175.0,962675.0,962675.0,20220900,20221200,20221200
