DATETIME,price
2022-04-25 23:00:00,1933.6500000000003
2022-04-26 23:00:00,1913.8500000000001
2022-04-27 23:00:00,1913.8500000000001
2022-04-28 23:00:00,1905.4500000000003
2022-04-29 23:00:00,1905.4500000000003
2022-05-02 23:00:00,1905.4500000000003
2022-05-03 23:00:00,1905.4500000000003
2022-05-04 23:00:00,1905.4500000000003
2022-05-05 23:00:00,1896.3500000000001
2022-05-06 23:00:00,1888.4500000000003
2022-05-09 23:00:00,1867.0500000000002
2022-05-10 23:00:00,1847.0500000000002
2022-05-11 23:00:00,1853.2500000000002
2022-05-12 23:00:00,1834.7500000000002
2022-05-13 23:00:00,1817.5500000000002
2022-05-16 23:00:00,1817.5500000000002
2022-05-17 23:00:00,1817.5500000000002
2022-05-18 23:00:00,1824.9500000000003
2022-05-19 23:00:00,1850.6500000000003
2022-05-20 23:00:00,1850.6500000000003
2022-05-23 23:00:00,1851.7500000000002
2022-05-24 23:00:00,1878.0500000000002
2022-05-25 23:00:00,1859.6500000000003
2022-05-26 23:00:00,1858.9500000000003
2022-05-27 23:00:00,1858.9500000000003
2022-05-31 23:00:00,1858.9500000000003
2022-06-01 23:00:00,1841.5500000000002
2022-06-02 23:00:00,1857.0500000000002
2022-06-03 23:00:00,1857.0500000000002
2022-06-06 23:00:00,1848.5500000000002
2022-06-07 23:00:00,1853.7500000000002
2022-06-08 23:00:00,1861.4500000000003
2022-06-09 23:00:00,1857.5500000000002
2022-06-10 23:00:00,1863.8500000000001
2022-06-13 23:00:00,1861.0500000000002
2022-06-14 23:00:00,1861.0500000000002
2022-06-15 23:00:00,1824.7500000000002
2022-06-16 23:00:00,1846.0500000000002
2022-06-17 23:00:00,1848.5500000000002
2022-06-21 23:00:00,1838.1500000000003
2022-06-22 23:00:00,1837.2500000000002
2022-06-23 23:00:00,1837.2500000000002
2022-06-24 23:00:00,1833.3500000000004
2022-06-27 23:00:00,1845.5500000000002
2022-06-28 23:00:00,1832.9500000000003
2022-06-29 23:00:00,1824.1500000000003
2022-06-30 23:00:00,1824.1500000000003
2022-07-01 23:00:00,1824.1500000000003
2022-07-05 23:00:00,1814.7500000000002
2022-07-06 23:00:00,1776.0500000000002
2022-07-07 23:00:00,1750.7500000000002
2022-07-08 23:00:00,1750.7500000000002
2022-07-11 23:00:00,1747.4500000000003
2022-07-12 23:00:00,1747.4500000000003
2022-07-13 23:00:00,1747.4500000000003
2022-07-14 23:00:00,1717.4500000000003
2022-07-15 23:00:00,1717.4500000000003
2022-07-18 23:00:00,1717.4500000000003
2022-07-19 23:00:00,1718.5500000000002
2022-07-20 23:00:00,1720.5500000000002
2022-07-21 23:00:00,1716.6500000000003
2022-07-22 23:00:00,1716.6500000000003
2022-07-25 23:00:00,1722.9500000000003
2022-07-26 23:00:00,1722.9500000000003
2022-07-27 23:00:00,1722.9500000000003
2022-07-28 23:00:00,1722.9500000000003
2022-07-29 23:00:00,1722.9500000000003
2022-08-01 23:00:00,1722.9500000000003
2022-08-02 23:00:00,1722.9500000000003
2022-08-03 23:00:00,1722.9500000000003
2022-08-04 23:00:00,1722.9500000000003
2022-08-05 23:00:00,1722.9500000000003
2022-08-08 23:00:00,1722.9500000000003
2022-08-09 23:00:00,1802.9500000000003
2022-08-10 23:00:00,1817.9500000000003
2022-08-11 23:00:00,1809.6500000000003
2022-08-12 23:00:00,1806.9500000000003
2022-08-15 23:00:00,1808.3500000000004
2022-08-16 23:00:00,1795.9500000000003
2022-08-17 23:00:00,1791.9500000000003
2022-08-18 23:00:00,1777.4500000000003
2022-08-19 23:00:00,1769.4500000000003
2022-08-22 23:00:00,1756.9500000000003
2022-08-23 23:00:00,1749.8500000000004
2022-08-24 23:00:00,1761.2500000000002
2022-08-25 23:00:00,1773.4500000000003
2022-08-26 23:00:00,1768.9500000000003
2022-08-29 23:00:00,1738.1500000000003
2022-08-30 23:00:00,1747.7500000000002
2022-08-31 23:00:00,1737.4500000000003
2022-09-01 23:00:00,1720.5500000000002
2022-09-02 23:00:00,1716.9500000000003
2022-09-06 23:00:00,1734.9500000000003
2022-09-07 23:00:00,1713.9500000000003
2022-09-08 23:00:00,1733.9500000000003
2022-09-09 23:00:00,1734.7500000000002
2022-09-12 23:00:00,1734.7500000000002
2022-09-13 23:00:00,1739.4500000000003
2022-09-14 23:00:00,1718.9500000000003
2022-09-15 23:00:00,1703.2500000000002
2022-09-16 23:00:00,1679.2500000000002
2022-09-19 23:00:00,1683.9500000000003
2022-09-20 23:00:00,1689.9500000000003
2022-09-21 23:00:00,1686.9500000000003
2022-09-22 23:00:00,1677.3500000000004
2022-09-23 23:00:00,1690.3500000000004
2022-09-26 23:00:00,1656.7500000000002
2022-09-27 23:00:00,1656.1500000000003
2022-09-28 23:00:00,1646.6500000000003
2022-09-29 23:00:00,1673.8500000000004
2022-09-30 23:00:00,1702.9500000000003
2022-10-03 23:00:00,1707.4500000000003
2022-10-04 23:00:00,1707.4500000000003
2022-10-05 23:00:00,1707.4500000000003
2022-10-06 23:00:00,1707.4500000000003
2022-10-07 23:00:00,1709.3500000000004
2022-10-10 23:00:00,1729.4500000000003
2022-10-11 23:00:00,1709.9500000000003
2022-10-12 23:00:00,1713.5500000000002
2022-10-13 23:00:00,1709.9500000000003
2022-10-14 23:00:00,1707.7500000000002
2022-10-17 23:00:00,1692.2500000000002
2022-10-18 23:00:00,1697.9500000000003
2022-10-19 23:00:00,1689.0500000000002
2022-10-20 23:00:00,1674.7500000000002
2022-10-21 23:00:00,1679.0500000000002
