Date,Adj Close
2014-01-06,6.585
2014-01-07,6.585
2014-01-08,6.578419
2014-01-09,6.585
2014-01-10,6.585
2014-01-13,6.578419
2014-01-14,6.585
2014-01-15,6.591587
2014-01-16,6.604757
2014-01-17,6.617927
2014-01-21,6.624512
2014-01-22,6.624512
2014-01-23,6.617927
2014-01-24,6.585
2014-01-27,6.565248
2014-01-28,6.585
2014-01-29,6.585
2014-01-30,6.585
2014-01-31,6.611341
2014-02-03,6.611341
2014-02-04,6.611341
2014-02-05,6.604757
2014-02-06,6.552077
2014-02-07,6.571832
2014-02-10,6.565248
2014-02-11,6.552077
2014-02-12,6.519154
2014-02-13,6.565248
2014-02-14,6.578419
2014-02-18,6.611341
2014-02-19,6.624512
2014-02-20,6.604757
2014-02-21,6.617927
2014-02-24,6.631096
2014-02-25,6.657436
2014-02-26,6.670607
2014-02-27,6.703532
2014-02-28,6.696948
2014-03-03,6.683778
2014-03-04,6.703532
2014-03-05,6.703532
2014-03-06,6.677193
2014-03-07,6.650852
2014-03-10,6.637681
2014-03-11,6.624512
2014-03-12,6.637681
2014-03-13,6.650852
2014-03-14,6.637681
2014-03-17,6.644268
2014-03-18,6.683778
2014-03-19,6.624512
2014-03-20,6.591587
2014-03-21,6.611341
2014-03-24,6.624512
2014-03-25,6.631096
2014-03-26,6.657436
2014-03-27,6.677193
2014-03-28,6.677193
2014-03-31,6.690363
2014-04-01,6.696948
2014-04-02,6.664021
2014-04-03,6.677193
2014-04-04,6.723286
2014-04-07,6.723286
2014-04-08,6.723286
2014-04-09,6.756212
2014-04-10,6.756212
2014-04-11,6.723286
2014-04-14,6.729871
2014-04-15,6.736456
2014-04-16,6.782553
2014-04-17,6.762797
2014-04-21,6.756212
2014-04-22,6.769381
2014-04-23,6.756212
2014-04-24,6.762797
2014-04-25,6.749627
2014-04-28,6.756212
2014-04-29,6.795721
2014-04-30,6.822062
2014-05-01,6.822062
2014-05-02,6.841817
2014-05-05,6.828647
2014-05-06,6.848401
2014-05-07,6.861572
2014-05-08,6.901081
2014-05-09,6.848401
2014-05-12,6.861572
2014-05-13,6.874741
2014-05-14,6.927422
2014-05-15,6.920836
2014-05-16,6.940592
2014-05-19,6.927422
2014-05-20,6.894497
2014-05-21,6.920836
2014-05-22,6.920836
2014-05-23,6.934006
2014-05-27,6.973517
2014-05-28,7.006441
2014-05-29,7.032781
2014-05-30,7.013025
2014-06-02,6.973517
2014-06-03,6.914254
2014-06-04,6.894497
2014-06-05,6.953762
2014-06-06,6.999858
2014-06-09,6.986688
2014-06-10,6.980103
2014-06-11,6.960347
2014-06-12,6.980103
2014-06-13,6.986688
2014-06-16,6.986688
2014-06-17,6.973517
2014-06-18,6.993271
2014-06-19,7.03547
2014-06-20,7.022282
2014-06-23,7.022282
2014-06-24,7.028879
2014-06-25,7.048658
2014-06-26,7.075033
2014-06-27,7.088222
2014-06-30,7.088222
2014-07-01,7.127785
