Date,Adj Close
2014-08-20,6.329651
2014-08-21,6.31068
2014-08-22,6.323328
2014-08-25,6.361268
2014-08-26,6.373914
2014-08-27,6.36759
2014-08-28,6.373914
2014-08-29,6.392885
2014-09-02,6.405531
2014-09-03,6.399207
2014-09-04,6.44347
2014-09-05,6.462441
2014-09-08,6.48141
2014-09-09,6.44347
2014-09-10,6.44347
2014-09-11,6.411855
2014-09-12,6.392885
2014-09-15,6.323328
2014-09-16,6.304358
2014-09-17,6.342298
2014-09-18,6.373914
2014-09-19,6.430824
2014-09-22,6.4245
2014-09-23,6.392885
2014-09-24,6.418177
2014-09-25,6.411855
2014-09-26,6.430824
2014-09-29,6.418177
2014-09-30,6.48141
2014-10-01,6.494058
2014-10-02,6.462441
2014-10-03,6.525673
2014-10-06,6.462441
2014-10-07,6.456118
2014-10-08,6.475087
2014-10-09,6.48141
2014-10-10,6.519351
2014-10-13,6.500381
2014-10-14,6.531997
2014-10-15,6.645817
2014-10-16,6.588907
2014-10-17,6.582584
2014-10-20,6.607877
2014-10-21,6.569937
2014-10-22,6.582584
2014-10-23,6.569937
2014-10-24,6.582584
2014-10-27,6.582584
2014-10-28,6.544643
2014-10-29,6.494058
2014-10-30,6.538321
2014-10-31,6.582584
2014-11-03,6.601553
2014-11-04,6.645817
2014-11-05,6.658464
2014-11-06,6.690081
2014-11-07,6.652141
2014-11-10,6.664787
2014-11-11,6.633171
2014-11-12,6.652141
2014-11-13,6.702728
2014-11-14,6.702728
2014-11-17,6.715374
2014-11-18,6.702728
2014-11-19,6.709051
2014-11-20,6.728022
2014-11-21,6.728022
2014-11-24,6.740667
2014-11-25,6.772285
2014-11-26,6.784931
2014-11-28,6.943013
2014-12-01,6.87978
2014-12-02,6.898751
2014-12-03,6.924044
2014-12-04,6.930367
2014-12-05,6.955661
2014-12-08,6.968307
2014-12-09,6.930367
2014-12-10,6.943013
2014-12-11,6.980954
2014-12-12,6.987278
2014-12-15,6.999924
2014-12-16,7.044187
2014-12-17,7.075802
2014-12-18,7.025217
2014-12-19,7.031541
2014-12-22,7.082127
2014-12-23,7.088022
2014-12-24,7.101125
2014-12-26,7.094574
2014-12-29,7.160082
2014-12-30,7.140429
2014-12-31,7.166632
2015-01-02,7.232142
2015-01-05,7.284548
2015-01-06,7.297651
2015-01-07,7.317302
2015-01-08,7.297651
2015-01-09,7.291099
2015-01-12,7.323854
2015-01-13,7.363158
2015-01-14,7.37626
2015-01-15,7.356607
2015-01-16,7.343507
2015-01-20,7.343507
2015-01-21,7.336956
2015-01-22,7.363158
2015-01-23,7.454871
2015-01-26,7.435218
2015-01-27,7.409015
2015-01-28,7.435218
2015-01-29,7.474523
2015-01-30,7.474523
2015-02-02,7.454871
2015-02-03,7.37626
2015-02-04,7.363158
2015-02-05,7.350057
2015-02-06,7.304201
2015-02-09,7.251794
2015-02-10,7.297651
2015-02-11,7.317302
2015-02-12,7.304201
2015-02-13,7.304201
2015-02-17,7.291099
2015-02-18,7.310752
2015-02-19,7.336956
2015-02-20,7.356607
2015-02-23,7.402463
2015-02-24,7.409015
2015-02-25,7.422116
2015-02-26,7.44832
2015-02-27,7.435218
2015-03-02,7.461421
2015-03-03,7.415565
2015-03-04,7.409015
2015-03-05,7.44832
2015-03-06,7.467971
2015-03-09,7.467971
2015-03-10,7.487626
2015-03-11,7.546582
2015-03-12,7.579336
2015-03-13,7.631743
2015-03-16,7.657948
2015-03-17,7.664497
2015-03-18,7.68415
2015-03-19,7.716904
2015-03-20,7.644846
2015-03-23,7.585888
2015-03-24,7.592438
2015-03-25,7.540031
2015-03-26,7.454871
2015-03-27,7.481075
2015-03-30,7.533481
2015-03-31,7.540031
2015-04-01,7.507277
2015-04-02,7.513829
2015-04-06,7.494175
2015-04-07,7.513829
2015-04-08,7.559685
2015-04-09,7.60554
2015-04-10,7.631743
2015-04-13,7.664497
2015-04-14,7.651397
2015-04-15,7.644846
2015-04-16,7.598989
2015-04-17,7.553133
2015-04-20,7.572786
2015-04-21,7.579336
2015-04-22,7.559685
2015-04-23,7.566236
2015-04-24,7.598989
2015-04-27,7.598989
2015-04-28,7.566236
2015-04-29,7.481075
2015-04-30,7.428668
2015-05-01,7.422116
2015-05-04,7.428668
2015-05-05,7.37626
2015-05-06,7.350057
2015-05-07,7.317302
2015-05-08,7.336956
2015-05-11,7.343507
2015-05-12,7.356607
2015-05-13,7.356607
2015-05-14,7.363158
2015-05-15,7.356607
2015-05-18,7.350057
2015-05-19,7.350057
2015-05-20,7.37626
2015-05-21,7.382812
2015-05-22,7.389362
2015-05-26,7.363158
2015-05-27,7.37626
2015-05-28,7.356607
2015-05-29,7.330403
2015-06-01,7.317302
2015-06-02,7.271447
2015-06-03,7.291099
2015-06-04,7.277998
2015-06-05,7.284548
2015-06-08,7.238692
2015-06-09,7.199387
2015-06-10,7.192837
2015-06-11,7.232142
2015-06-12,7.21904
2015-06-15,7.205939
2015-06-16,7.199387
2015-06-17,7.192837
2015-06-18,7.166632
2015-06-19,7.166632
2015-06-22,7.199387
2015-06-23,7.21249
2015-06-24,7.192837
2015-06-25,7.173184
2015-06-26,7.186286
2015-06-29,7.088022
2015-06-30,7.061819
2015-07-01,7.088022
2015-07-02,7.107676
2015-07-06,7.120777
2015-07-07,7.146981
2015-07-08,7.107676
2015-07-09,7.101125
2015-07-10,7.074922
2015-07-13,7.081472
2015-07-14,7.101125
2015-07-15,7.140429
2015-07-16,7.166632
2015-07-17,7.192837
2015-07-20,7.225591
2015-07-21,7.21249
2015-07-22,7.225591
2015-07-23,7.245243
2015-07-24,7.251794
2015-07-27,7.21904
2015-07-28,7.225591
2015-07-29,7.21249
2015-07-30,7.264896
2015-07-31,7.297651
2015-08-03,7.356607
2015-08-04,7.343507
2015-08-05,7.37626
2015-08-06,7.36971
2015-08-07,7.363158
2015-08-10,7.304201
2015-08-11,7.37626
2015-08-12,7.336956
2015-08-13,7.336956
2015-08-14,7.330403
2015-08-17,7.382812
2015-08-18,7.395913
2015-08-19,7.415565
2015-08-20,7.409015
2015-08-21,7.487626
2015-08-24,7.664497
2015-08-25,7.566236
2015-08-26,7.592438
2015-08-27,7.428668
2015-08-28,7.330403
2015-08-31,7.343507
2015-09-01,7.435218
2015-09-02,7.435218
2015-09-03,7.415565
2015-09-04,7.513829
2015-09-08,7.441768
2015-09-09,7.395913
2015-09-10,7.395913
2015-09-11,7.409015
2015-09-14,7.402463
2015-09-15,7.37626
2015-09-16,7.258345
2015-09-17,7.264896
2015-09-18,7.343507
2015-09-21,7.343507
2015-09-22,7.441768
2015-09-23,7.481075
2015-09-24,7.467971
2015-09-25,7.422116
2015-09-28,7.520379
2015-09-29,7.553133
2015-09-30,7.467971
2015-10-01,7.467971
2015-10-02,7.454871
2015-10-05,7.343507
2015-10-06,7.284548
2015-10-07,7.21904
2015-10-08,7.205939
2015-10-09,7.15353
2015-10-12,7.15353
2015-10-13,7.166632
2015-10-14,7.21904
2015-10-15,7.199387
2015-10-16,7.192837
2015-10-19,7.192837
2015-10-20,7.166632
2015-10-21,7.186286
2015-10-22,7.192837
2015-10-23,7.166632
2015-10-26,7.205939
2015-10-27,7.238692
2015-10-28,7.205939
2015-10-29,7.15353
2015-10-30,7.127328
2015-11-02,7.120777
2015-11-03,7.088022
2015-11-04,7.088022
2015-11-05,7.088022
2015-11-06,7.088022
2015-11-09,7.094574
2015-11-10,7.13388
2015-11-11,7.120777
2015-11-12,7.13388
2015-11-13,7.15353
2015-11-16,7.192837
2015-11-17,7.199387
2015-11-18,7.21249
2015-11-19,7.173184
2015-11-20,7.205939
2015-11-23,7.21904
2015-11-24,7.173184
2015-11-25,7.173184
2015-11-27,7.238692
2015-11-30,7.232142
2015-12-01,7.225591
2015-12-02,7.258345
2015-12-03,7.055269
2015-12-04,7.06837
2015-12-07,7.15353
2015-12-08,7.160082
2015-12-09,7.094574
2015-12-10,7.140429
2015-12-11,7.173184
2015-12-14,7.21904
2015-12-15,7.173184
2015-12-16,7.120777
2015-12-17,7.173184
2015-12-18,7.15353
2015-12-21,7.140429
2015-12-22,7.131617
2015-12-23,7.070605
2015-12-24,7.057046
2015-12-28,7.077384
2015-12-29,7.029931
2015-12-30,7.077384
2015-12-31,7.077384
2016-01-04,7.145175
2016-01-05,7.145175
2016-01-06,7.199409
2016-01-07,7.240083
2016-01-08,7.273978
2016-01-11,7.355328
2016-01-12,7.389222
2016-01-13,7.375665
2016-01-14,7.396002
2016-01-15,7.5587
2016-01-19,7.511247
2016-01-20,7.660386
2016-01-21,7.599376
2016-01-22,7.443456
2016-01-25,7.477351
2016-01-26,7.457015
2016-01-27,7.443456
2016-01-28,7.443456
2016-01-29,7.423119
2016-02-01,7.40956
2016-02-02,7.504467
2016-02-03,7.504467
2016-02-04,7.457015
2016-02-05,7.49091
2016-02-08,7.572258
2016-02-09,7.667166
2016-02-10,7.660386
2016-02-11,7.775632
2016-02-12,7.646828
2016-02-16,7.579038
2016-02-17,7.531584
2016-02-18,7.545142
2016-02-19,7.579038
2016-02-22,7.551922
2016-02-23,7.579038
2016-02-24,7.612933
2016-02-25,7.626492
2016-02-26,7.572258
2016-02-29,7.579038
2016-03-01,7.524805
2016-03-02,7.463793
2016-03-03,7.436677
2016-03-04,7.396002
2016-03-07,7.396002
2016-03-08,7.436677
2016-03-09,7.40278
2016-03-10,7.355328
2016-03-11,7.321433
2016-03-14,7.307873
2016-03-15,7.287537
2016-03-16,7.307873
2016-03-17,7.362105
2016-03-18,7.368886
2016-03-21,7.362105
2016-03-22,7.362105
2016-03-23,7.341769
2016-03-24,7.328211
2016-03-28,7.341769
2016-03-29,7.362105
2016-03-30,7.375665
2016-03-31,7.40956
2016-04-01,7.40278
2016-04-04,7.40278
2016-04-05,7.416339
2016-04-06,7.40956
2016-04-07,7.423119
2016-04-08,7.416339
2016-04-11,7.436677
2016-04-12,7.40278
2016-04-13,7.348549
2016-04-14,7.314652
2016-04-15,7.341769
2016-04-18,7.328211
2016-04-19,7.348549
2016-04-20,7.341769
2016-04-21,7.294315
2016-04-22,7.240083
2016-04-25,7.233303
2016-04-26,7.246861
2016-04-27,7.25364
2016-04-28,7.294315
2016-04-29,7.321433
2016-05-02,7.321433
2016-05-03,7.273978
2016-05-04,7.233303
2016-05-05,7.219745
2016-05-06,7.246861
2016-05-09,7.206187
2016-05-10,7.226524
2016-05-11,7.25364
2016-05-12,7.233303
2016-05-13,7.233303
2016-05-16,7.226524
2016-05-17,7.226524
2016-05-18,7.172291
2016-05-19,7.151954
2016-05-20,7.145175
2016-05-23,7.138395
2016-05-24,7.118058
2016-05-25,7.118058
2016-05-26,7.131617
2016-05-27,7.138395
2016-05-31,7.111279
2016-06-01,7.118058
2016-06-02,7.158733
2016-06-03,7.151954
2016-06-06,7.179071
2016-06-07,7.199409
2016-06-08,7.246861
2016-06-09,7.26042
2016-06-10,7.226524
2016-06-13,7.206187
2016-06-14,7.226524
2016-06-15,7.226524
2016-06-16,7.26042
2016-06-17,7.233303
2016-06-20,7.172291
2016-06-21,7.118058
2016-06-22,7.104501
2016-06-23,7.084163
2016-06-24,7.158733
2016-06-27,7.179071
2016-06-28,7.206187
2016-06-29,7.206187
2016-06-30,7.212966
2016-07-01,7.240083
2016-07-05,7.26042
2016-07-06,7.273978
2016-07-07,7.26042
2016-07-08,7.287537
2016-07-11,7.26042
2016-07-12,7.199409
2016-07-13,7.226524
2016-07-14,7.192628
2016-07-15,7.151954
2016-07-18,7.158733
2016-07-19,7.172291
2016-07-20,7.151954
2016-07-21,7.158733
2016-07-22,7.172291
2016-07-25,7.151954
2016-07-26,7.179071
2016-07-27,7.192628
2016-07-28,7.226524
2016-07-29,7.240083
2016-08-01,7.246861
2016-08-02,7.206187
2016-08-03,7.172291
2016-08-04,7.226524
2016-08-05,7.233303
2016-08-08,7.233303
2016-08-09,7.273978
2016-08-10,7.314652
2016-08-11,7.294315
2016-08-12,7.267198
2016-08-15,7.280757
2016-08-16,7.26042
2016-08-17,7.199409
2016-08-18,7.233303
2016-08-19,7.172291
2016-08-22,7.158733
2016-08-23,7.185849
2016-08-24,7.131617
2016-08-25,7.138395
2016-08-26,7.118058
2016-08-29,7.124837
2016-08-30,7.111279
2016-08-31,7.097721
2016-09-01,7.063826
2016-09-02,7.084163
2016-09-06,7.145175
2016-09-07,7.158733
2016-09-08,7.111279
2016-09-09,6.94858
2016-09-12,6.894348
2016-09-13,6.880789
2016-09-14,6.853674
2016-09-15,6.880789
2016-09-16,6.901127
2016-09-19,6.914685
2016-09-20,6.928244
2016-09-21,6.941802
2016-09-22,6.941802
2016-09-23,6.928244
2016-09-26,6.914685
2016-09-27,6.935022
2016-09-28,6.941802
2016-09-29,6.914685
2016-09-30,6.894348
2016-10-03,6.894348
2016-10-04,6.874011
2016-10-05,6.874011
2016-10-06,6.894348
2016-10-07,6.874011
2016-10-10,6.921465
2016-10-11,6.894348
2016-10-12,6.901127
2016-10-13,6.846895
2016-10-14,6.874011
2016-10-17,6.860453
2016-10-18,6.880789
2016-10-19,6.887569
2016-10-20,6.887569
2016-10-21,6.901127
2016-10-24,6.928244
2016-10-25,6.928244
2016-10-26,6.874011
2016-10-27,6.894348
2016-10-28,6.860453
2016-10-31,6.826557
2016-11-01,6.765544
2016-11-02,6.684196
2016-11-03,6.670638
2016-11-04,6.657079
2016-11-07,6.738429
2016-11-08,6.765544
2016-11-09,6.758766
2016-11-10,6.812999
2016-11-11,6.819778
2016-11-14,6.901127
2016-11-15,6.880789
2016-11-16,6.880789
2016-11-17,6.907906
2016-11-18,6.95536
2016-11-21,6.928244
2016-11-22,6.921465
2016-11-23,6.982476
2016-11-25,7.016371
2016-11-28,6.94858
2016-11-29,6.935022
2016-11-30,6.94858
2016-12-01,6.95536
2016-12-02,6.914685
2016-12-05,6.914685
2016-12-06,6.935022
2016-12-07,6.901127
2016-12-08,6.94858
2016-12-09,7.029931
2016-12-12,7.016371
2016-12-13,7.03671
2016-12-14,7.023151
2016-12-15,7.138395
2016-12-16,7.131617
2016-12-19,7.118058
2016-12-20,7.145175
2016-12-21,7.131617
2016-12-22,7.145175
2016-12-23,7.145175
2016-12-27,7.179071
2016-12-28,7.165513
2016-12-29,7.090942
2016-12-30,7.050267
2017-01-03,7.070605
2017-01-04,7.084163
2017-01-05,6.982476
2017-01-06,7.03671
2017-01-09,7.016371
2017-01-10,6.996034
2017-01-11,7.023151
2017-01-12,6.989256
2017-01-13,7.002814
2017-01-17,6.921465
2017-01-18,6.935022
2017-01-19,6.95536
2017-01-20,6.95536
2017-01-23,6.921465
2017-01-24,6.96214
2017-01-25,7.009593
2017-01-26,7.03671
2017-01-27,7.029931
2017-01-30,6.968918
2017-01-31,6.928244
2017-02-01,6.982476
2017-02-02,6.975697
2017-02-03,7.002814
2017-02-06,6.96214
2017-02-07,6.941802
2017-02-08,6.95536
2017-02-09,6.989256
2017-02-10,7.057046
2017-02-13,7.090942
2017-02-14,7.118058
2017-02-15,7.179071
2017-02-16,7.124837
2017-02-17,7.097721
2017-02-21,7.179071
2017-02-22,7.206187
2017-02-23,7.199409
2017-02-24,7.131617
2017-02-27,7.131617
2017-02-28,7.111279
2017-03-01,7.199409
2017-03-02,7.138395
2017-03-03,7.124837
2017-03-06,7.124837
2017-03-07,7.131617
2017-03-08,7.111279
2017-03-09,7.104501
2017-03-10,7.138395
2017-03-13,7.158733
2017-03-14,7.172291
2017-03-15,7.179071
2017-03-16,7.185849
2017-03-17,7.199409
2017-03-20,7.206187
2017-03-21,7.151954
2017-03-22,7.104501
2017-03-23,7.118058
2017-03-24,7.145175
2017-03-27,7.111279
2017-03-28,7.124837
2017-03-29,7.158733
2017-03-30,7.145175
2017-03-31,7.124837
2017-04-03,7.111279
2017-04-04,7.097721
2017-04-05,7.097721
2017-04-06,7.077384
2017-04-07,7.084163
2017-04-10,7.057046
2017-04-11,7.050267
2017-04-12,7.050267
2017-04-13,7.03671
2017-04-17,7.070605
2017-04-18,6.989256
2017-04-19,6.96214
2017-04-20,6.982476
2017-04-21,6.996034
2017-04-24,7.03671
2017-04-25,7.050267
2017-04-26,7.057046
2017-04-27,7.070605
2017-04-28,7.057046
2017-05-01,7.063826
2017-05-02,7.124837
2017-05-03,7.104501
2017-05-04,7.172291
2017-05-05,7.145175
2017-05-08,7.172291
2017-05-09,7.199409
2017-05-10,7.158733
2017-05-11,7.151954
2017-05-12,7.179071
2017-05-15,7.199409
2017-05-16,7.206187
2017-05-17,7.057046
2017-05-18,6.941802
2017-05-19,6.96214
2017-05-22,6.968918
2017-05-23,6.989256
2017-05-24,7.002814
2017-05-25,7.090942
2017-05-26,7.077384
2017-05-30,7.077384
2017-05-31,7.111279
2017-06-01,7.145175
2017-06-02,7.240083
2017-06-05,7.233303
2017-06-06,7.212966
2017-06-07,7.226524
2017-06-08,7.226524
2017-06-09,7.206187
2017-06-12,7.145175
2017-06-13,7.179071
2017-06-14,7.26042
2017-06-15,7.118058
2017-06-16,7.151954
2017-06-19,7.226524
2017-06-20,7.233303
2017-06-21,7.219745
2017-06-22,7.26042
2017-06-23,7.240083
2017-06-26,7.26042
2017-06-27,7.165513
2017-06-28,7.151954
2017-06-29,7.090942
2017-06-30,7.002814
2017-07-03,6.989256
2017-07-05,7.023151
2017-07-06,6.989256
2017-07-07,7.043489
2017-07-10,7.043489
2017-07-11,7.057046
2017-07-12,7.104501
2017-07-13,7.124837
2017-07-14,7.145175
2017-07-17,7.145175
2017-07-18,7.145175
2017-07-19,7.158733
2017-07-20,7.206187
2017-07-21,7.185849
2017-07-24,7.179071
2017-07-25,7.185849
2017-07-26,7.246861
2017-07-27,7.199409
2017-07-28,7.158733
2017-07-31,7.212966
2017-08-01,7.226524
2017-08-02,7.25364
2017-08-03,7.219745
2017-08-04,7.219745
2017-08-07,7.240083
2017-08-08,7.246861
2017-08-09,7.165513
2017-08-10,7.070605
2017-08-11,7.057046
2017-08-14,7.057046
2017-08-15,7.03671
2017-08-16,7.172291
2017-08-17,7.118058
2017-08-18,7.131617
2017-08-21,7.158733
2017-08-22,7.165513
2017-08-23,7.206187
2017-08-24,7.219745
2017-08-25,7.26042
2017-08-28,7.301095
2017-08-29,7.321433
2017-08-30,7.287537
2017-08-31,7.334989
2017-09-01,7.348549
2017-09-05,7.396002
2017-09-06,7.389222
2017-09-07,7.511247
2017-09-08,7.48413
2017-09-11,7.450234
2017-09-12,7.382444
2017-09-13,7.280757
2017-09-14,7.273978
2017-09-15,7.267198
2017-09-18,7.240083
2017-09-19,7.280757
2017-09-20,7.273978
2017-09-21,7.233303
2017-09-22,7.219745
2017-09-25,7.199409
2017-09-26,7.138395
2017-09-27,7.097721
2017-09-28,7.124837
2017-09-29,7.138395
2017-10-02,7.165513
2017-10-03,7.226524
2017-10-04,7.233303
2017-10-05,7.26042
2017-10-06,7.233303
2017-10-09,7.240083
2017-10-10,7.280757
2017-10-11,7.321433
2017-10-12,7.321433
2017-10-13,7.348549
2017-10-16,7.416339
2017-10-17,7.382444
2017-10-18,7.40278
2017-10-19,7.362105
2017-10-20,7.362105
2017-10-23,7.334989
2017-10-24,7.341769
2017-10-25,7.348549
2017-10-26,7.375665
2017-10-27,7.423119
2017-10-30,7.396002
2017-10-31,7.457015
2017-11-01,7.531584
2017-11-02,7.504467
2017-11-03,7.524805
2017-11-06,7.545142
